,industry_detail,industry_code,industry_region,ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR
132,Light bulbs,335110,US,334116.7752598363,673015.7367912921,3816347.0486439904,688876.5034358846,238377.4279233477,284583.1041570457,20629.76774103666,158668328.37843674,317224.29720507684,0.020727380091588542,0.035126788416552084,101056.95495541542,0.05594861972638574,9764.587853048273,3129341.8206356266,808.633821370604,0.0,0.0,105.07282957560908,1.8749842403271096e-06,238377.4279233477,9600731.79586268,936185423.4754913,1834802.7320961386
133,Light fixtures,335120,US,106472.36130957387,3857198.6967592323,22528016.107703708,3966139.178422589,46340161.39222812,423608.9337687736,13444.560988187608,348052340.74524117,113119.17732296904,0.008967330449050626,0.11568189555690417,45949.69265709009,0.12466308507434504,46353.01210534025,15462410.142157223,701.130912748039,0.0,0.0,1402.1574738868226,59.3597426728501,46340161.39222812,4204720.788203501,6542864368.650007,9991046.310028883
134,Small electrical appliances,335210,US,8993.666282689444,1081886.9566012898,6196411.8274314795,93304.7847251985,11902.570247604297,31676.839369508485,1177.9103904814306,48239101.31931357,126796.10437180936,0.006716427612772812,0.02039498847488298,2129.7080793914756,0.027115694890943384,14453.121014948076,4921677.373068164,22.281997628561967,0.0,0.0,172.18242420835918,0.02809148275699467,11902.570247604297,1894252.325358637,1608621762.9234467,2211281.4636759786
135,Home cooking appliances,335221,US,34210.54002119916,1633596.1163645715,9311247.970525065,726702.8798990706,0.0,1310447.9371963856,4279.329369046178,146817779.92211476,181244.66101628065,0.004067780678088811,0.017712715156663505,29682.247068233428,0.02178813350981841,14264.26444124491,4652804.648033216,33.632990550283886,0.0,0.0,254.29824474781225,2.187414227054049,0.0,3269457.4145215885,2042706696.301094,3653834.236668316
136,Home refrigerators and freezers,335222,US,21562.062598708806,1840791.592948975,10389655.520458378,88748.26524748432,0.0,46263.5633984711,2550.3026377726055,1128680328.9444454,214532.77010722415,0.009000346227675565,0.02158043409230866,2385.70212756686,0.030592483093465517,13971.33497950194,6091538.657180697,409.17459338585644,0.0,0.0,289.9340708496098,0.0,0.0,3750730.6797819296,2844606490.661028,2855521.233103095
137,Home laundry machines,335224,US,78581.1304019439,1464482.9717663857,8464268.980582494,63076.50842139344,0.0,267483.05136455235,9643.292945560905,163794214.08509928,167401.644562622,0.005396826021188846,0.025843155750153574,24990.924827204108,0.031248432796778233,17753.75152530611,6242415.767057773,429.09036783369993,0.0,0.0,225.53436744780538,0.0,0.0,6146631.124636686,1814031321.800726,6706935.478250572
138,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",335228,US,32122.394050949,1460726.9426963306,8311996.58751675,213224.18272686406,0.0,140593.86998640362,4397.069698681723,59347662.27643494,326440.04514748586,0.007573180095708572,0.030551060065220594,14436.172485454956,0.03813954849667911,11408.859558333814,3352405.8028338896,520.7558323420499,0.0,0.0,239.8165604977522,0.0005444061614972566,0.0,5333348.980902312,2364954782.4904,3913006.8641440347
139,Specialty transformers,335311,US,302964.92620210873,2507258.1707896367,14267734.968558447,1076630.151784177,54727.95692341223,71933.63369169294,51030.71456938414,555890386.5413786,55772.716913736556,0.03348549247412771,0.04452905292870653,34301.33264368264,0.07807020477318441,27975.691840134717,11199077.25252488,1264.7819440313224,0.0,0.0,356.2618873154046,0.0,54727.95692341223,12150162.097645061,3907596971.52357,3800477.3460363536
140,Motors and generators,335312,US,283995.8827603021,4111657.774641082,24049177.054889623,1724041.5698512576,16247.525064141932,355388.25284341467,32295.232713487247,255099710.67805043,148904.9450833484,0.017953487391596232,0.03278804188520295,85720.59174082629,0.05077877433785706,40820.22826032353,13518236.262912707,1621.4156650173527,0.0,0.0,570.5206041068354,0.0,16247.525064141932,11857394.239058007,5416523435.094182,5670963.638772111
141,Switchgear and switchboards,335313,US,54615.04796671746,3458166.8072342454,19591266.155556545,1995766.800780057,0.0,43158.17734528486,13544.455913095275,138615828.85810477,40820.023460332304,0.01270195374564358,0.009768079133524935,11485.797420719084,0.02248688829194782,35102.45675436417,11215893.814084645,1013.1087604283141,0.0,0.0,503.58789326563675,0.0156722813392624,0.0,2704196.157713567,5519394223.388547,6743772.663468447
142,Relay and industrial controls,335314,US,32783.22539833002,3599545.0402524876,20835411.8146716,451274.1578734787,53420.21758381968,14755.831390279256,6121.683553317409,121516186.99993692,33511.9291353678,0.003055136621336848,0.006887460753794717,6993.366485938159,0.009948285058228876,55864.279826216654,18872513.26977447,843.1260335859096,0.0,0.0,513.9989827551486,1.9020623441663729,53420.21758381968,1560143.112922691,6484220519.307251,6532792.159661037
143,Storage batteries,335911,US,80667.00213756757,1931410.5488929912,10899105.543549754,86307213.33324327,0.0,28610.04969727218,9804.72099708872,262813422.8056481,28300.892954184023,0.002349192527115514,0.006826113090511564,171514.1186606139,0.009180112588669102,13457.05099616178,4333557.628363511,6718.73067369872,0.0,0.0,278.789471580861,0.0,0.0,3107403.988515551,2547681505.9106317,2811958.715962596
144,Primary batteries,335912,US,45777.63790626971,939448.3208373578,5321883.787032781,2122153.0032298896,1585168.369920742,82496.05618511268,13346.093121558168,24854907.385772403,15876.532553926645,0.0016849725130501734,0.005927003759502038,16123.334159902433,0.00761503527637199,8187.198863902515,2046348.6476608631,4332.236020367358,0.0,0.0,135.16703118192797,63.986017735313354,1585168.369920742,1097094.1035370524,1487346750.8785162,745133.9609032967
145,Communication and energy wire and cable,335920,US,66602.64107797899,5134337.037181473,29200830.533968233,2408247.5760305114,187291.75157719362,651748.2384643082,11071.88176095807,217644063.62815732,33784.82038834228,0.004115576313728421,0.08118553268041796,38496.91093985215,0.08530792564698739,21134.75728806864,9129510.656536048,1955.1327364671747,0.0,0.0,187.68602305181193,23.50740012596163,187291.75157719362,3328499.336899223,4898053217.1203165,9555814.175492946
146,Wiring devices,335930,US,94846.47017523402,4053119.433266479,23337872.590108246,3529831.6487010387,119773.42836206981,219091.1720167291,3476596.140533522,190672618.2186965,991702.8002685659,0.023437525573058646,0.1700798973774722,33162.115395286324,0.19354575987340622,41218.1183637067,16413804.152761893,9885.89822677089,0.0,0.0,1135.1553082297062,1.5291252787637075,119773.42836206981,13662488.855872266,7948704743.752552,24141813.253283996
147,Carbon and graphite products,335991,US,2390011.991905942,857704.4912594095,4842058.82973116,748066.5665588288,3045.2645582736536,37067537.65670454,69361.62760189404,246508689.13263583,107591.03738654025,0.0400798728366583,0.46688214192811683,646406.6165965429,0.5070206498545177,6529.807045031226,2412205.7014460987,3377.069015636038,0.0,0.0,140.17847890289008,0.023824891432029843,3045.2645582736536,20630591.332890894,1361885053.983276,2658667.33217258
148,other miscellaneous electrical equipment and components,335999,US,112050.26261182394,2768803.034064061,15826017.04541327,5255467.425158693,50363.44827050235,49087.50856190331,10725.898857682592,62273859.924697295,48272.50464382597,0.001976379309868691,0.015264520866180948,6466.066429850226,0.01724742843361052,26902.77722363165,10061222.005627366,2087.254959784047,0.0,0.0,400.1462581363542,0.14418711029227144,50363.44827050235,1209429.5451044664,4175496790.1430874,7075548.166079067
149,Automobiles,336111,US,2138341.6504142615,18871798.068768404,177479967.6816823,7113854.768947282,0.0,3013919.527220317,192114.9738574866,1294190052.9494429,3567950.507564175,0.48185835706352653,0.42891921041556524,520243.0148144164,0.9118408720944695,89686.97774227307,72101708.35596359,3723.361670780114,0.0,0.0,147.7024158461931,0.021122540552385806,0.0,122959831.74931805,20361400951.5881,35869342.8225604
150,"Pickup trucks, vans, and SUVs",336112,US,631886.0184840071,41347832.98155863,388845416.84715873,10250162.76692611,0.0,874552.8214182116,148257.74323366405,3502141866.8454995,5886909.417485757,0.19056882174212567,0.5589250297673364,396536.20029714867,0.7498826877782276,58172.87188525782,27473543.23303765,1445.784271975671,0.0,0.0,285.1347193647371,4.959554470043149,0.0,111366628.60522902,34354660201.492737,34272520.28761466
151,Heavy duty trucks,336120,US,193468.04988982534,6430296.592572779,60474937.65148676,6096279.908938541,0.0,548139.8383742301,35907.991858784495,539164749.1575875,1096806.419871531,0.1047223640597321,0.11479110329613625,92542.03851719314,0.219614666739589,40456.383516776405,10489859.295886286,4501.140451546073,0.0,0.0,57.41716791227484,39.72930026056581,0.0,24217762.956710357,5588926118.183232,7029593.693401386
152,Vehicle bodies,336211,US,195543.95335747168,1711173.9421636006,16093023.042893402,2497619.61226544,0.0,674189.2187980276,28663.46088730607,83009587.71371321,566564.1839862007,0.14279151076765229,0.0710751377170865,89760.05071846703,0.21399325668430216,29801.404277049412,5605409.666459037,5577.235084662265,0.0,0.0,22.46818519175176,58.69515157104147,0.0,17367524.674008403,2007955515.3358421,3123973.804286761
153,Truck trailers,336212,US,55814.08799333148,1950256.0089863169,18344220.43175553,779629.4207121467,493520.6044908248,92552.04105848073,7868.714399569852,280580422.9186425,370355.7292940411,0.018872597994966538,0.038020918154086376,68025.88579022657,0.056919204987476255,32759.557367063375,54391526.976177394,6027.764628530569,0.0,0.0,14.246665729505498,0.5955432260053936,493520.6044908248,11449024.12073457,2283813975.259323,5174538.011158479
154,Motor homes,336213,US,65606.71154810533,1276092.7201224824,12001348.426555673,1024435.3225176231,0.0,410796.0192982685,7557.331818187745,374447490.89331776,373124.3204230805,0.03559188297624678,0.04107052309860155,95672.90767717859,0.07670420961084778,18015.907511227513,7115135.956902306,67.32688419952801,0.0,0.0,24.214235376108405,0.0,0.0,9904948.210139459,1284785590.5733552,75093389.30878386
155,Travel trailer and campers,336214,US,40412.08977316538,2760040.9495771145,25952708.450425677,298343.8155579751,0.0,129502.0877110369,5359.975759664722,329944460.2969804,768844.1697040406,0.19431495826258835,0.08213037328493739,45246.968887357536,0.2764616790471428,39068.54941815346,8519648.518886404,190.73828593370524,0.0,0.0,23.63903240976256,0.20821733676056495,0.0,9275319.632818235,3312071907.4410286,139998324.13265604
156,Vehicle engines and engine parts,336310,US,367455.61528486235,7317395.478940997,68816018.49344201,2601688.219090049,883472.3386683749,466184.53257316374,39879.37053222615,391515406.93795663,1008429.6687001657,0.03500267205786085,0.11775727133755835,145153.5286585203,0.152835488583928,62041.59681659936,21392595.651803635,3593.0432906732144,0.0,0.0,75.71599251546118,0.41750402775650414,883472.3386683749,22277344.993587617,8812925267.563068,15278592.20635982
157,Vehicle electrical and electronic equipment,336320,US,137802.650611438,4800984.4589008335,45250399.07837604,17055050.492038783,22286.700718598207,417871.2091918683,17232.12377128653,195286233.27882177,766525.0806244109,0.018855009892236752,0.0806838854480426,102719.93755641651,0.09957401753170447,59711.537774357465,17914512.591775097,1463.3095592808388,0.0,0.0,756.7716488592016,0.13684704945064657,22286.700718598207,14176362.586814081,6407709035.141945,15778353.353086816
158,"Motor vehicle steering, suspension components (except spring), and brake systems",3363A0,US,724495.8621226894,5399114.716883881,50768248.71100724,4925037.314885236,1323391.2307390482,698852.3632677419,37773.99652461283,329252658.4361261,825665.2800662633,0.03358502665610299,0.3769900402837513,180025.12038763662,0.41063588914111837,51986.94733352163,15983446.850487692,3503.826726621884,0.0,0.0,4464.659376596518,1.2886294516694907,1323391.2307390482,18771693.252507977,6944589035.851237,13326554.484965935
159,Transmission and power train parts,336350,US,512648.505410795,9267917.098253941,87152642.25599378,1743272.6145430766,251861.38365561742,433418.8142685468,60987.99897311884,657924708.8899205,1259071.7924453774,0.04650320990779151,0.14129068281611912,130849.14286887397,0.18787834464410738,86410.97878265899,26837284.26250925,3702.1951696227657,0.0,0.0,185.48628509079163,0.015971697500112323,251861.38365561742,30337965.711260904,11526766386.653807,23294147.460926637
160,Vehicle seating and interior trim (upholstery),336360,US,46692.166037849456,5259593.313360594,49466647.73326279,845378.9794055541,269673.00009702484,104709.89972261562,6975.502111954234,463125983.66912115,702255.9127715216,0.009998410949969614,0.24988616819973683,20427.34833945024,0.2599021640383095,39664.61639135665,13106163.474352447,62.5576691470612,0.0,0.0,98.73989590005138,0.5497724592980934,269673.00009702484,10528655.942919213,5198105410.596169,7945912.860247447
161,Vehicle metal stamping,336370,US,101536.95599126298,7000551.520907041,65835413.5956582,872563.4129855979,2418.856014073158,173897.1304130047,12810.150090206595,441451453.92120737,946283.9115916773,0.01561819750554116,0.10153113561609875,27191.46745976768,0.1171846286829162,69857.54646241816,21593983.161768373,3548.397177519966,0.0,0.0,51.13778155527256,0.006914973872293111,2418.856014073158,14024548.48615398,10471244764.631197,16687398.363145012
162,Other vehicle parts,336390,US,564910.8924275592,11924256.43723153,112129904.11074483,15872443.780243644,610735.9566851542,3382025.507534572,513799.1707844116,985058835.8384728,1912364.5772209424,0.455474605729235,1.3733174657281366,315032.93679371185,1.829736032952578,117898.59337748194,34631277.90282398,17541.343621530144,0.0,0.0,597.8124089029264,3.77494301602859,610735.9566851542,44573993.0320742,14568591741.511454,33273425.994952146
163,Aircraft,336411,US,684385.4091211963,21458141.8294419,201117252.48440883,11159886.326012209,0.0,474542.31722774846,326012.6220395084,476929163.17877895,1114316.7969477447,0.1116706520175746,0.34050330936315587,225678.2922704894,0.45289925192100794,175152.69944517975,125394373.81544475,6865.4408551859715,0.0,0.0,1205.8534344176278,0.3247425724848468,0.0,35783941.94487168,38400369421.041824,33609814.80369845
164,Aircraft engines and parts,336412,US,1575275.4231237182,8457448.13747455,79574379.918242,5361935.340466736,370616.09214292874,267148.82243866444,206783.20791051435,445796455.6942975,249471.27159584747,0.0787232161657458,0.38924922079148266,125811.16814479028,0.4682084918135277,62816.28680388623,38583278.3359816,5638.68538482662,0.0,0.0,145.80100047830146,2.8765678932293097,370616.09214292874,51650298.62099311,13860800299.047394,29955202.688169226
165,Other aircraft parts,336413,US,435862.1124159264,7703393.973670816,72443645.2614766,12454814.564642869,2903.640581614139,798179.8117026081,62018.13946885838,624866599.5981512,280599.10504385293,0.04725444334052802,0.2647029520740427,84980.01857690555,0.3121402871393904,60632.86597338109,36632188.10095671,4014.1654669409813,0.0,0.0,6004.7470609013235,1.648749102503503,2903.640581614139,18890343.380631804,15388489743.35511,38585475.87828918
166,Guided missiles and space vehicles,336414,US,166221.52479963435,3000991.4577340423,26149097.85009009,1514672.7918971747,0.0,13488.155052058488,8498.285852502931,28541534.8593643,138909.56674916492,0.0036114134246728385,0.007914224427441658,34831.67962786712,0.011545018326233756,39982.57472756593,16769736.546725968,415.5674017795909,0.0,0.0,98.82438847010357,0.0021023095743849187,0.0,2303840.1001305697,6786263134.960601,5649009.007210282
167,Propulsion units and parts for space vehicles and guided missiles,33641A,US,225751.4285324729,1227584.405401958,11150507.144370658,1548703.8022432174,0.0,36253.471713793406,10038.408273236608,101914305.79749896,31399.856488752223,0.0028438489800079398,0.008498962816973786,23105.008442714792,0.011350511107946385,15229.211124751188,7422310.3323229635,409.41623524780107,0.0,0.0,39.068617193590796,9.835532184735143e-05,0.0,2767568.1361715556,2525264919.53451,3598445.7840369996
168,Railroad rolling stock,336500,US,492653.63262368884,2985793.9909119755,27954216.177181326,1125850.5721513615,0.0,208862.23683952424,68504.68878691256,191808749.6319668,1530021.0429491096,0.07064195751629403,0.1631435899406211,170238.53695170052,0.23388002671048727,16067.459424707093,4937306.39038444,10163.253191895708,0.0,0.0,305.16962442952126,0.4178461353833458,0.0,32742583.509133708,2070753480.5097287,16582829.770778928
169,Ships and ship repair,336611,US,1080528.0596765617,4321523.681814169,40640311.734427385,4706922.652837029,0.0,1140598.160533136,136064.14132366382,130354799.55901437,1205455.777470961,0.19173088695425772,0.09436427326821781,594992.1808061296,0.2863919626802159,83454.58667427595,12506983.983068341,16166.168342506024,0.0,0.0,1360.9518642990663,707.9251145473063,0.0,49197795.84812023,6832434646.638028,8213005.686646169
170,Boats,336612,US,90429.07985263361,2709843.0613725903,25481629.98305345,1610123.9047889146,100286.1882274789,656984.484580427,14050.697465129104,177581514.09744748,5073379.713013003,2.0107140065485103,0.9122487701304304,215254.2853229469,2.9230613381362227,35960.609506421424,12411620.414228039,2113.9560937067426,0.0,0.0,931.2024833449941,0.31717850994061486,100286.1882274789,55027924.889949724,2982015420.5969877,9559944.080368819
171,"Motorcycle, bicycle, and parts",336991,US,28693.254332290817,1540976.1390367236,14491621.9519858,1213010.4038023634,0.0,6165.599950958346,82730.1113251191,23540490.549277898,22474.147330881813,0.0031243125813496505,0.0026734560564538137,10265.081048961587,0.0058017939320690135,17160.488055483307,6036656.323897004,162.45055803737455,0.0,0.0,20.849692166107655,0.0,0.0,1884845.479344493,2142088188.2510507,4750344.42560583
172,Military armored vehicles and tanks,336992,US,345558.17950302165,2804727.267521919,26376668.73166503,10635328.42843884,466699.5761454527,24826.967747775903,22260.077308736603,408598817.2462737,64949.25486839561,0.0050302631515531625,0.013178765047230276,92026.87510532996,0.018223612392475236,11593.799996876509,3489132.002237957,1429.0943843783728,0.0,0.0,25.33433698567466,0.7726383425037074,466699.5761454527,6306148.683746553,4687499421.312139,5357674.289446417
173,Other transportation equipment,336999,US,50145.53431871614,1796845.8695860212,16902238.818013556,1608606.4761953943,59124.58513609542,123929.34843216959,7009.010286405059,51406819.99947251,359294.45927955385,0.007569352186954835,0.016543074315450577,22711.113579223726,0.02412430729305433,13156.1990766411,4121962.46784572,870.3704961836377,0.0,0.0,15.179794778187839,0.27558321530123625,59124.58513609542,4491026.680776873,1782793897.8047493,2691938.445710985
174,Wood kitchen cabinets and countertops,337110,US,350069.99390646466,13692877.46745962,128768076.60898183,14502431.397435155,10203171.036583899,3267274.0787824127,38484.50176386716,594699387.8835418,9072383.040364625,0.7046438463894954,1.810985021701752,815423.0630352711,2.517704092044614,165408.43339219436,84911134.55618674,1083.9384264130078,0.0,0.0,122864.5438782527,0.10080700544821061,10203171.036583899,146786237.00492656,7349592218.331006,25920746.090575095
175,Home furniture - upholstered,337121,US,117686.51617514461,7739414.419751339,72788104.11838257,377006.61531031114,0.0,1639605.804366729,11680.14322295575,600912669.8360177,9605750.536725832,0.31799334966611653,1.796956264091645,130196.87869179668,2.11585812829196,65558.56261383415,29380927.664068684,515.4630402085076,0.0,0.0,70911.57888692176,0.0,0.0,113616323.4328317,3302378111.403767,6388437.644379107
176,"Home furniture - wood, nonupholstered",337122,US,629272.7665358441,5468898.711853749,51431336.235115975,1027827.5045996233,0.0,1669735.6116587883,60619.84461640028,294750683.15699,3600561.0367141925,0.27871115236835253,3.6276561603146193,537827.4503884742,3.907142932151944,57341.977555642996,34018108.357092135,2326.3703632226543,0.0,0.0,49059.95835674651,4.6238413436984603e-07,0.0,76472719.76317272,3331424922.411825,11077510.398565685
177,"Home furniture - Cabinets and non-wood, nonupholstered",33712A,US,49499.020241879334,4440582.698028837,41754019.254931666,671950.807377448,198829.38197907354,568334.1732206962,7751.99090259627,134844566.10945943,3227765.2027775957,0.11301633034470265,0.6515851720458364,93783.94072763006,0.7649079586519302,33878.29006425902,9485325.058762025,113.94783727543363,0.0,0.0,24080.668924977916,0.66297017874536,198829.38197907354,38623364.6055849,1360044563.1232376,4724142.534527316
178,Institutional furniture,337127,US,76594.05994785257,4155373.884688641,39045457.5164022,320045.1743524749,57816584.43543888,1314301.161843868,10157.083639405902,191777793.09471244,2192657.2623977,0.17698512763454058,0.48632838932233147,188551.02460428106,0.6637739365939678,32033.967910836,14579557.234393045,1580.311015820111,0.0,0.0,36884.466265290255,0.060979786961563566,57816584.43543888,29464803.65681012,2301853158.6688375,5432818.446795397
179,Office furniture and custom architectural woodwork and millwork,33721A,US,451938.42533662176,13162292.422859605,123780411.57974239,1152725.56620538,4719352.369466569,2530240.3549514813,30095.49546650263,524855147.75572616,6871058.577029195,0.5075615053447539,0.7671698934640115,168488.57740734253,1.2762290920608996,75148.43465981043,44537314.087227084,493.20907498643476,0.0,0.0,118253.83220063911,0.11493952486942365,4719352.369466569,98979568.3589145,8309587277.378335,22698373.813286237
180,Shelving and lockers,337215,US,147542.98217490007,5834441.858694469,54847411.853183605,480142.865442657,108945515.76350696,1312721.899679644,22814.828069665313,293486233.59726113,6868576.583035925,0.24772131722530238,1.8257106605326432,185167.92522821022,2.074114195766498,52328.39666237079,31200996.2334678,1132.5436478019947,0.0,0.0,50834.77597656589,3.176051298199634,108945515.76350696,82882415.66349615,3204007272.0137706,7403435.678752533
181,"Mattresses, blinds and shades",337900,US,32599.65098527246,7286559.336840035,68524845.68907595,267282.0441033305,786678.4557886276,1347307.7963989521,5338.013150762985,523109402.66452926,3707218.337789979,0.2525654079307789,0.30348733210936185,9127.820704334492,0.5568114952609042,31023.939101523338,23044138.765481517,202.23927968617517,0.0,0.0,67544.3078674638,0.039969913541012606,786678.4557886276,42501489.93124947,3965900115.2118435,4594734.020761611
182,Surgical and medical instruments,339112,US,127811.6793625941,14191810.517543735,133001228.59702031,2392150.984334717,342107.5170122069,322848.7855485001,13792.50368645139,190981232.75280386,244611.50547453974,0.042482811257570065,0.208555272906132,20761.121507348078,0.2510205814968535,105361.49874587447,31464180.53541934,363.0346783994181,0.0,0.0,1020.9642647589802,1.130808152985692,342107.5170122069,5265284.026646031,18592061633.786507,18600049.304807093
183,Surgical appliance and supplies,339113,US,114346.14055078012,15434580.830081025,144918584.81118873,1829331.1222706118,1427993.6973726917,397513.53560088447,70560.29642127588,636654459.6687359,158901.61379127146,0.033346017047609366,0.07107302426139911,27037.37098114817,0.1044594798160871,91090.2454439175,28271672.629538044,1299.6971857259787,0.0,0.0,235.04779991399903,46.990906412755564,1427993.6973726917,4697179.520457091,18911112097.777615,19582416.592158146
184,Dental equipment and supplies,339114,US,17528.504451914596,2475070.100732237,23277490.165127404,817941.8466921033,53384.30569975562,89341.85543649347,3818.022908992759,76944076.173184,49094.576038643936,0.004243004375012519,0.01480884482659947,5300.863899463388,0.019059832635781714,15268.127999321587,4525316.126335096,2160.8948368211245,0.0,0.0,525.035851223224,0.6855833438537926,53384.30569975562,1018005.4492227471,2594066566.0218606,3350552.789842613
185,Ophthalmic goods,339115,US,17521.006248520473,2911475.6914635343,27381720.49598981,7996484.673561642,280.99152987416306,53516.68726456761,2438.5297158494654,33644221.16453591,11185.014390039485,0.0016464926088254352,0.0023598296809442003,12814.699887767714,0.0040084021219817835,25456.801445021658,9470297.488860048,15.685194461629228,0.0,0.0,132.59759220474896,0.0011757744484366583,280.99152987416306,978458.0816701773,3549125001.0846763,5578442.349665558
186,Dental laboratories,339116,US,4435.629901139127,2464161.3893903825,23174535.210826192,79459.42346814292,0.0,42397.17380925004,623.6718316052186,18398182.443589743,1735.9346275038213,0.0009740699852207136,0.0007790869700272855,1217.5964789583998,0.0017540650914240812,27362.95212938726,8359608.104659586,7.2557209015837305,0.0,0.0,0.019391705434746647,0.0,0.0,231144.4996097676,3080561710.377901,3512271.907754432
187,Jewelry and silverware,339910,US,107213.84615210559,12374335.10041353,116100700.5034053,627483.2155032904,2375424.7756108292,97829.709573329,33855.094208969625,109926029.62742156,146851.21502173643,0.013885689062068418,0.03005614247537652,19323.027821239808,0.04395389642304422,121127.84415337202,24298134.06982518,5120.9222360432295,0.0,0.0,246.81510941947778,2.3927175031853536,2375424.7756108292,9107790.585727258,8050626765.990039,6063284.60493561
188,Sporting and athletic goods,339920,US,105063.2585999803,5285327.445879775,49656433.67548711,649325.6332340385,509911.9265435809,453251.3069315841,10169.344078127793,174240293.73807415,194375.952432602,0.01950510200034144,0.14776061031681617,30499.5826738173,0.16728645849640564,44406.04434585242,13701362.604050392,818.7053301901979,0.0,0.0,1098.8667040050632,1.701750226514388,509911.9265435809,4925210.59752252,4924488754.749095,9046618.470576346
189,"Dolls, toys, and games",339930,US,41564.87665300333,1455918.2429534248,13690571.029556096,134268.05011812222,318554.3337429428,34371.9857320767,4158.710228029914,102521850.79000884,118982.12739282355,0.006269305523973927,0.023581889957169328,4977.618976766502,0.02986281746838376,9835.239176678846,2867254.185903195,131.47119954445432,0.0,0.0,22.805603538365038,2.2368827579554416,318554.3337429428,2055860.5191591822,1291015587.8118467,2066142.065961959
190,Office supplies (not paper),339940,US,57441.70335063005,2082130.5056314443,19578733.69638145,853404.1278366055,469064.36257755256,52660.15606779117,8190.874864499209,103769354.15648217,70801.91606159748,0.006381207867029975,0.01516511227292851,7348.558881103498,0.021558675344395782,19814.05344923613,5394472.404183529,802.212671525105,0.0,0.0,10.517190865324395,0.08509547958352041,469064.36257755256,1948173.8105715371,2340329190.2404037,7451052.564363171
191,Signs,339950,US,98400.64092143346,4415369.051207024,41526296.86486801,402808.6668843237,306391.715602712,48628.73905459239,8897.616058300822,180668663.30704463,86115.84076067514,0.012615005554590813,0.07707718576493387,13662.753834738616,0.08971591505834212,48242.422301420804,13295659.16262493,53.703473069685245,0.0,0.0,476.4842943643085,1.8632993333153502,306391.715602712,3251003.1623536996,4033701639.2007904,9759727.489697557
192,"Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods",339990,US,2143192.4219060447,14170713.326774832,133231160.34192434,9549902.391757028,79466043.04397252,5580944.803274297,136270.90987855382,455379783.2873608,2133962.1027558246,1.3674349564602692,0.9751960948467662,552905.1708076978,2.345491237493383,130227.40011925503,32158059.921612028,4821.03389455415,0.0,0.0,1403.7407814225774,627.2597787041266,79466043.04397252,54184008.19752091,12287878876.652655,31816056.472981535
193,Dog and cat food,311111,US,422602.68039457337,6415249.921878399,50278147.938559406,108516.79603544938,0.0,45743.90980363602,343212.69374195155,775919084.7270985,7132.095380107024,0.0130565922395662,0.05474194604984332,318672.03126479633,0.06782592738472508,20184.67979476695,3336185.151399887,139.02486561214232,0.0,0.0,2.500672770959465,0.01724708800320712,0.0,10459840.143126406,5703200397.3911,29096720.54115143
194,Other animal food,311119,US,1166337.0462071467,10906282.068262162,91837606.08395019,2427948.8275534534,1245154.3665362066,4529596.47470287,1300094.9428879959,880624161.9843649,128057.5767916025,0.08490660102529024,1.8443802084082686,918541.3913291041,1.9294525164238052,34726.66700641179,4911789.83784383,9846.1214375736,0.0,0.0,362.1100801829107,125.04130768411446,1245154.3665362066,23192268.813406207,5809200965.560506,30722087.880146276
195,Flours and malts,311210,US,9957713.617030965,5634233.287044147,44177307.46317431,8046326.263322815,4076.504755682721,1151750.086005549,156151.62906600532,1478984264.1687078,520920.967972094,0.018494381514080706,1.010597215915535,1608014.5352137361,1.0291191443172059,13545.039706133026,10695254.301869538,2530.184930295524,0.0,0.0,4682.58792562303,24.10332020000066,4076.504755682721,37776066.21919821,2551972841.2692504,24306784.88636816
196,Corn products,311221,US,24384787.096421406,3434035.9013157543,26992083.684199914,27476630.24558984,0.0,20759351.698245823,2958645.7122388426,10926154998.476942,1930667.1099526642,0.4461873093930472,6.82537968274143,3712898.9108315394,7.272636902384237,6592.478672575859,9046290.89463987,19930.826826651155,0.0,0.0,945.742865306477,16.37488268045784,0.0,210879021.7175935,2348682646.247779,33115548.041203145
197,Vegetable oils and by-products,31122A,US,5124103.349795728,8366604.046118568,65562734.87874886,753364.1820789014,92707.57584084608,2859335.18917943,910635.172943459,1275568607.76309,5805231.570705576,0.05126509883706624,2.034132976728857,1955032.8387010302,2.0855300223600497,11715.792551315715,9244855.494900504,556.074371873361,0.0,0.0,36.774754215082524,0.3461079435509688,92707.57584084608,108916058.37777041,1573075390.8068824,18275184.64054072
198,"Refined vegetable, olive, and seed oils",311225,US,1186709.1660662047,5364284.486794038,42038689.674330965,325843.7972937608,40284.49467189105,463955.62305542006,2721044.201823714,913784876.9593987,1057169.125505875,0.011465467196573658,0.527953379592329,394105.933145089,0.5394469375863976,4852.175731021024,4827669.792985563,293.40187458789273,0.0,0.0,9.855062980960126,4.6724655187609854e-12,40284.49467189105,25221490.32739342,1469962667.7508574,13241554.895372327
